"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Link","Abstract","Author Keywords"
"","","","14th Annual Information Systems and Neuroscience, NeuroIS Retreat 2022","2022","Lecture Notes in Information Systems and Organisation","58","","","","","359","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144967119&partnerID=40&md5=5be20fe24e1b83bc9b575b02af315658","The proceedings contain 35 papers. The special focus in this conference is on Information Systems and Neuroscience. The topics include: Is Our Ability to Detect Errors an Indicator of Mind Wandering? An Experiment Proposal; resolving the Paradoxical Effect of Human-Like Tying Errors by Conversational Agents; The View of Participants on the Potential of Conducting NeuroIS Studies in the Wild; Emoticons Elicit Similar Patterns of Brain Activity to Those Elicited by Faces: An EEG Study; Facilitating NeuroIS Research Using Natural Language Processing: Towards Automated Recommendations; careCam: An Intelligent, Camera-Based Health Companion at the Workplace; decision Delegation and Intelligent Agents in the Context of Human Resources Management: The Influence of Agency and Trust. A Research Proposal; a Stress-Based Smart Retail Service in Shopping Environments: An Adoption Study; collecting Longitudinal Psychophysiological Data in Remote Settings: A Feasibility Study; Information Overload and Argumentation Changes in Product Reviews: Evidence from NeuroIS; eye-Gaze and Mouse-Movements on Web Search as Indicators of Cognitive Impairment; Mixed Emotions: Evaluating Reactions to Dynamic Technology Feedback with NeuroIS; smart Production and Manufacturing: A Research Field with High Potential for the Application of Neurophysiological Tools; New Measurement Analysis for Emotion Detection Using ECG Data; Caption and Observation Based on the Algorithm for Triangulation (COBALT): Preliminary Results from a Beta Trial; leveraging Affective Friction to Improve Online Creative Collaboration: An Experimental Design; a Look Behind the Curtain: Exploring the Limits of Gaze Typing; towards Mind Wandering Adaptive Online Learning and Virtual Work Experiences.",""
"Karczewski A.M.; Dingle A.M.; Poore S.O.","Karczewski, Alison M. (57222755940); Dingle, Aaron M. (35519286700); Poore, Samuel O. (6602079382)","57222755940; 35519286700; 6602079382","The Need to Work Arm in Arm: Calling for Collaboration in Delivering Neuroprosthetic Limb Replacements","2021","Frontiers in Neurorobotics","15","","711028","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111935605&doi=10.3389%2ffnbot.2021.711028&partnerID=40&md5=f0c1f5ae7a7722f1ed542ab8b401db87","Over the last few decades there has been a push to enhance the use of advanced prosthetics within the fields of biomedical engineering, neuroscience, and surgery. Through the development of peripheral neural interfaces and invasive electrodes, an individual's own nervous system can be used to control a prosthesis. With novel improvements in neural recording and signal decoding, this intimate communication has paved the way for bidirectional and intuitive control of prostheses. While various collaborations between engineers and surgeons have led to considerable success with motor control and pain management, it has been significantly more challenging to restore sensation. Many of the existing peripheral neural interfaces have demonstrated success in one of these modalities; however, none are currently able to fully restore limb function. Though this is in part due to the complexity of the human somatosensory system and stability of bioelectronics, the fragmentary and as-yet uncoordinated nature of the neuroprosthetic industry further complicates this advancement. In this review, we provide a comprehensive overview of the current field of neuroprosthetics and explore potential strategies to address its unique challenges. These include exploration of electrodes, surgical techniques, control methods, and prosthetic technology. Additionally, we propose a new approach to optimizing prosthetic limb function and facilitating clinical application by capitalizing on available resources. It is incumbent upon academia and industry to encourage collaboration and utilization of different peripheral neural interfaces in combination with each other to create versatile limbs that not only improve function but quality of life. Despite the rapidly evolving technology, if the field continues to work in divided “silos,” we will delay achieving the critical, valuable outcome: creating a prosthetic limb that is right for the patient and positively affects their life. © Copyright © 2021 Karczewski, Dingle and Poore.","amputation; clinical translation; human machine collaboration; neuroprosthetic; neuroprosthetic interfacing; peripheral nerve interface; prosthesis; sensory motor function"
"Kiar G.; Brown S.T.; Glatard T.; Evans A.C.","Kiar, Gregory (55682725800); Brown, Shawn T. (7501416705); Glatard, Tristan (16177066500); Evans, Alan C. (7403254132)","55682725800; 7501416705; 16177066500; 7403254132","A serverless tool for platform agnostic computational experiment management","2019","Frontiers in Neuroinformatics","13","","12","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064253467&doi=10.3389%2ffninf.2019.00012&partnerID=40&md5=991ac35a10094f6dfe7104a955bb3277","Neuroscience has been carried into the domain of big data and high performance computing (HPC) on the backs of initiatives in data collection and an increasingly compute-intensive tools. While managing HPC experiments requires considerable technical acumen, platforms, and standards have been developed to ease this burden on scientists. While web-portals make resources widely accessible, data organizations such as the Brain Imaging Data Structure and tool description languages such as Boutiques provide researchers with a foothold to tackle these problems using their own datasets, pipelines, and environments. While these standards lower the barrier to adoption of HPC and cloud systems for neuroscience applications, they still require the consolidation of disparate domain-specific knowledge. We present Clowdr, a lightweight tool to launch experiments on HPC systems and clouds, record rich execution records, and enable the accessible sharing and re-launch of experimental summaries and results. Clowdr uniquely sits between web platforms and bare-metal applications for experiment management by preserving the flexibility of do-it-yourself solutions while providing a low barrier for developing, deploying and disseminating neuroscientific analysis. © 2019 Kiar, Brown, Glatard and Evans.","Cloud computing; High performance computing; Interactive visualization; Microservice; Reproducibility and tools"
"Shiota M.N.; Campos B.; Oveis C.; Hertenstein M.J.; Simon-Thomas E.; Keltner D.","Shiota, Michelle N. (7102098470); Campos, Belinda (7003612689); Oveis, Christopher (14319243800); Hertenstein, Matthew J. (6602962430); Simon-Thomas, Emiliana (8212280700); Keltner, Dacher (57214579516)","7102098470; 7003612689; 14319243800; 6602962430; 8212280700; 57214579516","Beyond happiness: Building a science of discrete positive emotions","2017","American Psychologist","72","7","","617","643","26","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032202820&doi=10.1037%2fa0040456&partnerID=40&md5=33214eb2da622cf7256d10244b650c5a","While trait positive emotionality and state positive-valence affect have long been the subject of intense study, the importance of differentiating among several ""discrete"" positive emotions has only recently begun to receive serious attention. In this article, we synthesize existing literature on positive emotion differentiation, proposing that the positive emotions are best described as branches of a ""family tree"" emerging from a common ancestor mediating adaptive management of fitness-critical resources (e.g., food). Examples are presented of research indicating the importance of differentiating several positive emotion constructs. We then offer a new theoretical framework, built upon a foundation of phylogenetic, neuroscience, and behavioral evidence, that accounts for core features as well as mechanisms for differentiation. We propose several directions for future research suggested by this framework and develop implications for the application of positive emotion research to translational issues in clinical psychology and the science of behavior change. © 2017 American Psychological Association.","Discrete emotions; Dopamine; Evolution; Positive emotion; Reward"
"Tallon M.M.; Kendall G.E.; Snider P.D.","Tallon, Mary M. (50462428500); Kendall, Garth E. (7006008499); Snider, Paul D. (25026435000)","50462428500; 7006008499; 25026435000","Rethinking family-centred care for the child and family in hospital","2015","Journal of Clinical Nursing","24","9-10","","1426","1435","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928285388&doi=10.1111%2fjocn.12799&partnerID=40&md5=16380e685b16350692bd3698060d822e","Aims and objectives: This paper presents and discusses an alternative model of family-centred care (FCC) that focuses on optimising the health and developmental outcomes of children through the provision of appropriate support to the child's family. Background: The relevance, meaning and effectiveness of FCC have been challenged recently. Studies show that parents in hospital often feel unsupported, judged by hospital staff and uncertain about what care they should give to their child. With no convincing evidence relating FCC to improved child health outcomes, it has been suggested that FCC should be replaced with a new improved model to guide the care of children in hospital. Design: This integrative review discusses theory and evidence-based literature that supports the practice of an alternative model of FCC that is focused on the health and developmental outcomes of children who are seriously ill, rather than the organisational requirements of children's hospitals. Methods: Theories and research findings in a wide range of disciplines including epidemiology, psychology, sociology, anthropology and neuroscience were accessed for this discussion. Nursing literature regarding partnership building, communication and FCC was also accessed. Discussion: This paper discusses the benefits of applying a bioecological model of human development, the family and community resource framework, the concepts of allostatic load and biological embedding, empowerment theory, and the nurse-family partnership model to FCC. Conclusion: While there is no direct evidence showing that the implementation of this alternative model of FCC in the hospital setting improves the health and developmental outcomes of children who are seriously ill, there is a great deal of evidence from community nursing practice that suggests it is very likely to do so. Relevance to clinical practice: Application of these theoretical concepts to practice has the potential to underpin a theory of nursing that is relevant for all nurses irrespective of the age of those they care for and the settings within which they work. © 2015 John Wiley & Sons Ltd.","Bioecological theory; Biological embedding; Family resources and psychosocial influences; Family-centred care; Nurse-family partnership"
"Sehrawat P.; Pillai R.","Sehrawat, Poornima (57208592843); Pillai, Rajasshrie (57188833633)","57208592843; 57188833633","Implications for human resource management practice: using a neuroscientific lens","2019","Development and Learning in Organizations","33","4","","9","12","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065236615&doi=10.1108%2fDLO-11-2018-0152&partnerID=40&md5=4d0c7893e749ce4b54f20807cd7f246f","Purpose: The purpose of this study is to understand the importance of neuroscience for human resource management (HRM). Design/methodology/approach: This study reviewed the extant literature and interviewed doctors and HR managers to understand the implications of neuroscience for HRM. Findings: This paper highlights the applications and understanding of neuroscience in various verticals of HRM for effective HR management. Practical implications: This paper provides valuable insights to HR managers to develop HR practices considering the implications of neuroscience for HRM. Originality/value: This study is valuable, as it provides the details of usage of neuroscience for effective HRM. © 2019, Emerald Publishing Limited.","Training and development"
"Corradi L.; Porro I.; Schenone A.; Momeni P.; Ferrari R.; Nobili F.; Ferrara M.; Arnulfo G.; Fato M.M.","Corradi, Luca (36889813700); Porro, Ivan (9269436900); Schenone, Andrea (7005839412); Momeni, Parastoo (57194507126); Ferrari, Raffaele (57209986273); Nobili, Flavio (57206948479); Ferrara, Michela (42261249800); Arnulfo, Gabriele (36944046300); Fato, Marco M (7004706468)","36889813700; 9269436900; 7005839412; 57194507126; 57209986273; 57206948479; 42261249800; 36944046300; 7004706468","A repository based on a dynamically extensible data model supporting multidisciplinary research in neuroscience.","2012","BMC medical informatics and decision making","12","","115","115","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867072947&doi=10.1186%2f1472-6947-12-115&partnerID=40&md5=ea1b0d28ab4481d8640e40954a67ad72","Robust, extensible and distributed databases integrating clinical, imaging and molecular data represent a substantial challenge for modern neuroscience. It is even more difficult to provide extensible software environments able to effectively target the rapidly changing data requirements and structures of research experiments. There is an increasing request from the neuroscience community for software tools addressing technical challenges about: (i) supporting researchers in the medical field to carry out data analysis using integrated bioinformatics services and tools; (ii) handling multimodal/multiscale data and metadata, enabling the injection of several different data types according to structured schemas; (iii) providing high extensibility, in order to address different requirements deriving from a large variety of applications simply through a user runtime configuration. A dynamically extensible data structure supporting collaborative multidisciplinary research projects in neuroscience has been defined and implemented. We have considered extensibility issues from two different points of view. First, the improvement of data flexibility has been taken into account. This has been done through the development of a methodology for the dynamic creation and use of data types and related metadata, based on the definition of ""meta"" data model. This way, users are not constrainted to a set of predefined data and the model can be easily extensible and applicable to different contexts. Second, users have been enabled to easily customize and extend the experimental procedures in order to track each step of acquisition or analysis. This has been achieved through a process-event data structure, a multipurpose taxonomic schema composed by two generic main objects: events and processes. Then, a repository has been built based on such data model and structure, and deployed on distributed resources thanks to a Grid-based approach. Finally, data integration aspects have been addressed by providing the repository application with an efficient dynamic interface designed to enable the user to both easily query the data depending on defined datatypes and view all the data of every patient in an integrated and simple way. The results of our work have been twofold. First, a dynamically extensible data model has been implemented and tested based on a ""meta"" data-model enabling users to define their own data types independently from the application context. This data model has allowed users to dynamically include additional data types without the need of rebuilding the underlying database. Then a complex process-event data structure has been built, based on this data model, describing patient-centered diagnostic processes and merging information from data and metadata. Second, a repository implementing such a data structure has been deployed on a distributed Data Grid in order to provide scalability both in terms of data input and data storage and to exploit distributed data and computational approaches in order to share resources more efficiently. Moreover, data managing has been made possible through a friendly web interface. The driving principle of not being forced to preconfigured data types has been satisfied. It is up to users to dynamically configure the data model for the given experiment or data acquisition program, thus making it potentially suitable for customized applications. Based on such repository, data managing has been made possible through a friendly web interface. The driving principle of not being forced to preconfigured data types has been satisfied. It is up to users to dynamically configure the data model for the given experiment or data acquisition program, thus making it potentially suitable for customized applications.",""
"Ruttenberg A.; Rees J.A.; Samwald M.; Marshall M.S.","Ruttenberg, Alan (6602553577); Rees, Jonathan A. (7402322064); Samwald, Matthias (55876919000); Marshall, M. Scott (26421283500)","6602553577; 7402322064; 55876919000; 26421283500","Life sciences on the Semantic Web: The Neurocommons and beyond","2009","Briefings in Bioinformatics","10","2","","193","204","11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-63349084462&doi=10.1093%2fbib%2fbbp004&partnerID=40&md5=b4cafda0d5a41937e6904e01a1c4deac","Translational research, the effort to couple the results of basic research to clinical applications, depends on the ability to effectively answer questions using information that spans multiple disciplines. The Semantic Web, with its emphasis on combining information using standard representation languages, access to that information via standard web protocols, and technologies to leverage computation, such as in the form of inference and distributable query, offers a social and technological basis for assembling, integrating and making available biomedical knowledge at Web scale. In this article, we discuss the use of Semantic Web technology for assembling and querying biomedical knowledge from multiple sources and disciplines. We present the Neurocommons prototype knowledge base, a demonstration intended to show the feasibility and benefits of using these technologies. The prototype knowledge base can be used to experiment with and assess the scalability of current tools and methods for creating such a resource, and to elicit issues that will need to be addressed in order to expand the scope and use of it. We demonstrate the utility of the knowledge base by reviewing a few example queries that provide answers to precise questions relevant to the understanding of disease. All components of the knowledge base are freely available at http://neurocommons.org/, enabling readers to reconstruct the knowledge base and experiment with this new technology. © The Author 2009. Published by Oxford University Press.","Data integration; Life science; Medicine; Neuroscience; Ontology; Semantic Web"
"Kielan K.; Kucharska-Pietura K.; Warchala A.; Konopka M.; Pieniazek P.; Hartel M.","Kielan, Krzysztof (6508236069); Kucharska-Pietura, Katarzyna (6701616517); Warchala, Anna (8533678000); Konopka, Marek (35894237900); Pieniazek, Piotr (7004693575); Hartel, Marcin (8293269200)","6508236069; 6701616517; 8533678000; 35894237900; 7004693575; 8293269200","""Saba""--application of knowledge and state-of-the-art technologies in the field of psychiatry for development of new diagnostics prevention and therapeutic tools for schizophrenia.","2004","Wiadomości lekarskie (Warsaw, Poland : 1960)","57 Suppl 1","","","152","157","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-22844452425&partnerID=40&md5=d8174204f286b4d6cd85e58c2582001b","The aim of project is to build a European network, which will integrate the research capabilities of a group of research institutes and university departments to provide an infrastructure for the highest quality research in psychiatric disorders, particularly in schizophrenia and schizoaffective disturbances. This network will integrate original computer expert advisory system called ""Saba"" with modern brain imaging techniques and neurophysiological methods, which allows for the delineation of specific subtypes and particular episodes of mental disorders and their neural bases will be studied by state-of-the art (high tech) imaging techniques. This approach will lead to new investigatory, diagnostic and therapeutic techniques. Together the members of this network will comprise an unmatched critical mass of human and other resources aimed at fundamental and applied research into a group of disorders, which impose a huge burden on social and material capital. The relationships and mutual responsibilities between neuroscience and the society it serves will be addressed specifically. Top brain research is performed at several locations in Europe. In particular, in the area of linking classical psychiatric and psychological assessment methods and the newest brain imaging techniques in mental disorders, major progress can only be made when various research groups join their efforts. Large-scale studies using different databases are critically required, which demands standardization of the description of mental disorders and of the applied techniques and methods of analysis. Imaging techniques, including functional MRI (fMRI), Evoked Potentials (EPs), brain mapping, and the computer gathered information will be shared, standardized and further developed within the network. Developing new information technology tools for simulation, visualization and data-mining will be required to enable effective search for links between mental disorders and brain characteristics (function, structure) in very large scale data-sets acquired and stored in various research facilities.",""
"Zhou Y.; Zhou F.","Zhou, Yucheng (57202584026); Zhou, Feifei (57208647998)","57202584026; 57208647998","Cognitive neural mechanism of sports competition pressure source","2019","Translational Neuroscience","10","1","","147","151","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065451143&doi=10.1515%2ftnsci-2019-0025&partnerID=40&md5=ed900a5ae17eb1a1ec79113687caff5e","At sports events, the athletes by the pressure source is varied, based on the stress status of athletes, many athletes stress related experts at home and abroad to design questionnaire, questionnaire and sports events for athletes with often life process of in-depth and meticulous investigation, has formed the one whole set athletes pressure source of cognitive neuroscience assessment system, sports competition for athlete's ""escort"". By participating in state general administration of sports scientific research project "" management system of athlete competition pressure cognitive neuroscience"" the development of using psychological pressure on athletes' source data, the application of natural language processing and machine learning technology research these data, mainly using clustering algorithm and recommendation algorithm, thus forming pressure source research results are applied in sports competitions. © 2019 Yucheng Zhou, Feifei Zhou published by De Gruyter.","Cognitive neural mechanism; Competition stress; K-Means; Pressure resource"
"Moreno J.E.; Pulido S.D.; Serrano Delgado D.; Roldán N.; López J.M.","Moreno, Jesús E. (57215548751); Pulido, Sergio D. (57212173966); Serrano Delgado, Daya (57204240911); Roldán, Nicolas (57212167108); López, Juan M. (57207430370)","57215548751; 57212173966; 57204240911; 57212167108; 57207430370","Organizational behavior: Psychophysiology assessment of leadership and management in team work and conflict resolution","2020","Proceedings of SPIE - The International Society for Optical Engineering","11330","","1133015","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081131244&doi=10.1117%2f12.2546896&partnerID=40&md5=f8835f145debd2a604ae864f642a5a82","Organizational behavior and organizational cognitive neuroscience are newly established interdisciplinary fields that use scientific techniques to answer questions about behaviors within organizations. Clarifying the more precise role of emotions and their regulation in forming a judgment in different managerial decision-making contexts, exploring how team members function synchronously, and the links between psychophysiological traits and how they relate to leadership, have been recurring subjects of interest. In this document, we present the psychophysiological response of eight senior project managers and eight junior project managers as they are faced with a challenging situation designed to assess some of the most relevant personal skills in project management: teamwork, management, problem, and conflicts resolution. Noninvasive electroencephalography (EEG), voice recording (VoR) and video recording (ViR) were performed during the application of an Assessment Center evaluation in addition to before and after heart rate (HR), blood pressure (BP) and pulse oximetry (SpO2) measurements. The results suggest that the voice frequency is related to the task that a subject performs. In this case, an activity that requires active discussion causes a person to talk at a higher pitch, which is the mean value of the fundamental frequency of the voice. In relation to the analysis of the voice depending on the project management expertise, no significant differences were found for calculated voice features. These results suggest that the voice features are not related with the project management expertise. On the other hand, the coefficient of variation of facial redness for junior project managers groups was higher than those of the senior manager groups. This indicates that even though facial readiness was not universally higher for the junior project manager, it is much more prevalent in those with the shorter project management expertise. With respect to the estimation of subject's task engagement, measured through head movement cue analysis, it can be said that this method of engagement estimation proved to be in accordance with the expert psychology's opinion. In concern with EEG, no statistically significant differences were found in frontal asymmetry value between the discussion stage and the presentation and ideation stage and between Senior and Junior managers in the discussion stage. Regarding the before and after heart rate (HR), blood pressure (BP) and pulse oximetry (SpO2) measurements, even though, in general all three variables had a discernible behavior (HR and BP increased while SpO2 decreased), no statistical relevant differences were found in the pre and pose measurements. However, it can be said that the Assessment Center evaluation induced a physiological response on the subjects since, at least one of three variables varied for each subject. © COPYRIGHT SPIE. Downloading of the abstract is permitted for personal use only.","Computer vision; Conflicts resolution; EEG; Management; Occupational physiology; Voice processing"
"Allen R.; Jacobs E.","Allen, Randy (57202451106); Jacobs, Edward (57202449895)","57202451106; 57202449895","Microgrids: Design, applications and control","2018","Microgrids: Design, Applications and Control","","","","1","221","220","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048404286&partnerID=40&md5=892e3deeeff87a17beb844de72d7d890","Microgrids: Design, Applications and Control presents a comprehensive discussion on the modeling and analysis of microgrids. The authors discuss load modeling, renewable distributed generation insertion, local control strategies and a general load flow method designed for balanced and unbalanced microgrids capable of operating connected to the main grid. Two types of primary control are discussed in this book: conventional power control for a residential fuel cell, and virtual synchronous generator control for a battery. The proposed method enables surplus/shortage power in a transient microgrid to be effectively and autonomously interchanged among clusters without using any tertiary control. Later, the authors aim to devise a solution for optimal dispatch of the energy resources in a microgrid being used to continue supplying critical loads during power outages. The goal is to maximize the number of loads served subject to the operational and technical constrains of the microgrid. This compilation includes a novel optimal fractional order general type-2 fuzzy logic proportional-integral-derivative (FOGT2FPID) controller book for the load frequency control of Shipboard MGs. Later, the Load Frequency Control Model is considered for its propensity to stabilize the frequency of the system in the presence of Distributed Generation, two Electric Vehicles as energy storage, and intermittent load and wind power profiles as uncertainties. The authors analyze the details of Neuroscience Based Control approaches, human brain emotional learning and Hebb learning controllers. Next, a critical review of fundamental knowledge and theories underpinning the formation of Microgrids, as well as techniques and strategies that have been proposed in recent years for the purpose of maintaining their stability, are provided. Discussions of current trends and future work in Microgrid research will also be presented. Additionally, a comprehensive review of the current control technology is given with a discussion on challenges of microgrid controls. A networked system of systems approach is addressed to design a control for the islanded microgrid system consisting of distributed generation units and supplying a load. © 2018 by Nova Science Publishers, Inc. All rights reserved.",""
"Wang M.; Kang J.; Cao N.; Xia Y.; Fan W.; Tong H.","Wang, Meijia (57207576748); Kang, Jian (57204946315); Cao, Nan (18233325100); Xia, Yinglong (8939059900); Fan, Wei (7401635674); Tong, Hanghang (7201360533)","57207576748; 57204946315; 18233325100; 8939059900; 7401635674; 7201360533","Graph Ranking Auditing: Problem Definition and Fast Solutions","2021","IEEE Transactions on Knowledge and Data Engineering","33","10","","3366","3380","14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114962713&doi=10.1109%2fTKDE.2020.2969415&partnerID=40&md5=894f5a0ce40eca4042d19141a6f43e79","Ranking on graphs is a centerpiece in many high-impact application domains, such as information retrieval, recommender systems, team management, neuroscience and many more. PageRank, along with many of its variants, is widely used across these application domains thanks to its mathematical elegance and the superior performance. Although PageRank and its variants are effective in ranking nodes on graphs, they often lack an efficient and effective way to audit the ranking results in terms of the input graph structure, e.g., which node or edge in the graph contributes most to the top-1 ranked node; which subgraph plays a crucial role in generating the overall ranking result? In this paper, we propose to audit graph ranking by finding the influential graph elements (e.g., edges, nodes, attributes, and subgraphs) regarding their impact on the ranking results. First, we formulate graph ranking auditing problem as quantifying the influence of graph elements on the ranking results. Second, we show that our formulation can be applied to a variety of graph structures. Third, we propose effective and efficient algorithms to find the top-kk influential edges/nodes/subgraph. Finally, we perform extensive empirical evaluations on real-world datasets to demonstrate that the proposed methods (Aurora) provide intuitive auditing results with linear scalability. © 1989-2012 IEEE.","explainability; Graph mining; pagerank"
"Sanfilippo C.; Di Rosa M.","Sanfilippo, Cristina (55776368300); Di Rosa, Michelino (57217288899)","55776368300; 57217288899","Brain aging and microarray analysis","2021","Factors Affecting Neurological Aging: Genetics, Neurology, Behavior, and Diet","","","","59","70","11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123666820&doi=10.1016%2fB978-0-12-817990-1.00006-8&partnerID=40&md5=36b696eb664deca3809b979bb67fbd39","Aging is associated with numerous biological mechanisms and cellular responses mediated by several molecular pathways. Aging plays a decisive role in cognitive impairment and in the architectural transformations that occur in the brain. Furthermore, the management of demented patients involves numerous economic and human resources, and it is a hot topic of the field of the research. In 1998, Patrick “Pat” O’Reilly Brown developed microarray technology for genome-wide analysis. This method is based on the uses of microchips containing anchored arrays of 1000 short DNA probes for the large-scale interrogation of gene expression. In recent years, this technology has found several applications and functions; in particular, it was used in the field of medicine and related areas. One of the areas of application is represented by neuroscience. However, the microarray study based on brain biopsies presents different technical problems such as the postmortem interval time on brain tissue preservation, the complete collection of clinical data, and the correct choice of available array platforms. The use of microarray technology in neuroscience represents a valid strategy to follow in order to obtain new responses to the mechanisms that regulate the processes underlying aging and its related pathology. © 2021 Elsevier Inc. All rights reserved.","Astrocyte; Brain; Deconvolution; Gene ontology; Microarray; Microglia; Neuron; Oligodendrocyte"
"Hill N.J.; Mooney S.W.J.; Ryklin E.B.; Prusky G.T.","Hill, N. Jeremy (7201768206); Mooney, Scott W.J. (56524151800); Ryklin, Edward B. (23980722500); Prusky, Glen T. (57224555318)","7201768206; 56524151800; 23980722500; 57224555318","Shady: A software engine for real-time visual stimulus manipulation","2019","Journal of Neuroscience Methods","320","","","79","86","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063719543&doi=10.1016%2fj.jneumeth.2019.03.020&partnerID=40&md5=022ed8c687c2a2c55ba41bcec67062a5","Background: Precise definition, rendering and manipulation of visual stimuli are essential in neuroscience. Rather than implementing these tasks from scratch, scientists benefit greatly from using reusable software routines from freely available toolboxes. Existing toolboxes work well when the operating system and hardware are painstakingly optimized, but may be less suited to applications that require multi-tasking (for example, closed-loop systems that involve real-time acquisition and processing of signals). New method: We introduce a new cross-platform visual stimulus toolbox called Shady (https://pypi.org/project/Shady)—so called because of its heavy reliance on a shader program to perform parallel pixel processing on a computer's graphics processor. It was designed with an emphasis on performance robustness in multi-tasking applications under unforgiving conditions. For optimal timing performance, the CPU drawing management commands are carried out by a compiled binary engine. For configuring stimuli and controlling their changes over time, Shady provides a programmer's interface in Python, a powerful, accessible and widely-used high-level programming language. Results: Our timing benchmark results illustrate that Shady's hybrid compiled/interpreted architecture requires less time to complete drawing operations, exhibits smaller variability in frame-to-frame timing, and hence drops fewer frames, than pure-Python solutions under matched conditions of resource contention. This performance gain comes despite an expansion of functionality (e.g. “noisy-bit” dithering as standard on all pixels and all frames, to enhance effective dynamic range) relative to previous offerings. Conclusions: Shady simultaneously advances the functionality and performance available to scientists for rendering visual stimuli and manipulating them in real time. © 2019 Elsevier B.V.",""
"Tafula S.M.N.; Moreira Da Silva N.; Rozanski V.E.; Cunha J.P.S.","Tafula, Sergio M. Neves (36476666900); Moreira Da Silva, Nadia (56367228100); Rozanski, Verena E. (35485645800); Cunha, Joao Paulo Silva (55663288500)","36476666900; 56367228100; 35485645800; 55663288500","ABrIL - Advanced Brain Imaging lab.: A cloud based computation environment for cooperative neuroimaging projects","2014","2014 36th Annual International Conference of the IEEE Engineering in Medicine and Biology Society, EMBC 2014","","","6943646","534","537","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974660213&doi=10.1109%2fEMBC.2014.6943646&partnerID=40&md5=889a82ca04098cbdec84bfe2732b407b","Neuroscience is an increasingly multidisciplinary and highly cooperative field where neuroimaging plays an important role. Neuroimaging rapid evolution is demanding for a growing number of computing resources and skills that need to be put in place at every lab. Typically each group tries to setup their own servers and workstations to support their neuroimaging needs, having to learn from Operating System management to specific neuroscience software tools details before any results can be obtained from each setup. This setup and learning process is replicated in every lab, even if a strong collaboration among several groups is going on. In this paper we present a new cloud service model - Brain Imaging Application as a Service (BiAaaS) - and one of its implementation - Advanced Brain Imaging Lab (ABrIL) - in the form of an ubiquitous virtual desktop remote infrastructure that offers a set of neuroimaging computational services in an interactive neuroscientist-friendly graphical user interface (GUI). This remote desktop has been used for several multi-institution cooperative projects with different neuroscience objectives that already achieved important results, such as the contribution to a high impact paper published in the January issue of the Neuroimage journal. The ABrIL system has shown its applicability in several neuroscience projects with a relatively low-cost, promoting truly collaborative actions and speeding up project results and their clinical applicability. © 2014 IEEE.",""
